名称,アドレス,築年数,構造,間取り,面積,家賃,管理費,敷金,礼金,階数,lat,lon,url
ザ・パークハビオ神泉,東京都目黒区駒場１,3,4階建,2LDK,54.95m2,32,20000,32,-,7階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ロータス武蔵小山4,東京都目黒区目黒本町３,3,4階建,1LDK,40.15m2,14,5000,14,14,4階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ルミエール中町,東京都目黒区中町２,16,3階建,1DK,47m2,16,10000,16,-,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ルミエール中町,東京都目黒区中町２,16,3階建,1LDK,48.6m2,17.9,10000,17.9,17.9,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
エディアン目黒本町,東京都目黒区目黒本町２,16,3階建,1LDK,39.91m2,17.4,10000,17.4,17.4,5階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
コンフォリア代官山青葉台,東京都目黒区青葉台２,16,3階建,1LDK,30.02m2,16.6,10000,16.6,-,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
コンフォリア代官山青葉台,東京都目黒区青葉台２,16,3階建,1LDK,53.45m2,29.7,10000,29.7,-,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
フレンドパレス,東京都目黒区中目黒１,16,3階建,3LDK,98.49m2,35,15000,70,35,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
フレンドパレス,東京都目黒区中目黒１,16,3階建,3LDK,98.49m2,36,15000,72,36,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
メゾンミーナ,東京都目黒区柿の木坂３,16,3階建,1LDK,37.12m2,13.6,5000,13.6,27.2,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
Ｃａｓｔｒｕｍ　中目黒　＋Ｋ７,東京都目黒区目黒４,16,3階建,1LDK,56.52m2,17.8,-,17.8,17.8,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
オープンレジデンシア中目黒,東京都目黒区東山２,16,3階建,1DK,27.77m2,15,10000,15,7.5,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
オープンレジデンシア中目黒,東京都目黒区東山２,16,3階建,2LDK,53.43m2,28,29000,28,28,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
プライムアーバン中目黒II,東京都目黒区上目黒３,16,3階建,ワンルーム,27.29m2,13.3,8000,13.3,-,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
プライムアーバン中目黒II,東京都目黒区上目黒３,16,3階建,ワンルーム,30.97m2,14.4,8000,14.4,-,9階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
プライムアーバン中目黒II,東京都目黒区上目黒３,16,3階建,1LDK,34.94m2,17.5,10000,17.5,17.5,6階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
プライムアーバン中目黒II,東京都目黒区上目黒３,16,3階建,1LDK,40.06m2,19,10000,19,-,4階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
プライムアーバン中目黒II,東京都目黒区上目黒３,16,3階建,1DK,40.06m2,19.3,10000,19.3,19.3,8階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
フォルトゥーナ目黒本町,東京都目黒区目黒本町６,16,3階建,1K,25.2m2,9.8,2000,9.8,9.8,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ラ・リベルテ,東京都目黒区目黒本町３,16,3階建,1K,23.44m2,8.8,3300,-,8.8,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
プレステージ祐天寺,東京都目黒区五本木１,16,3階建,2LDK,116.03m2,44,30000,44,44,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 祐天寺駅 4階建 築5年,東京都目黒区五本木２,16,3階建,1K,20.54m2,10.2,7000,-,10.2,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ウェルスクエアイズム西小山,東京都目黒区目黒本町５,16,3階建,1K,23.95m2,9.3,4000,-,9.3,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 自由が丘駅 3階建 築19年,東京都目黒区自由が丘３,16,3階建,1K,30.85m2,10.8,4000,10.8,12.96,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
グレース目黒本町,東京都目黒区目黒本町３,16,3階建,1K,25.04m2,9.8,3000,9.8,9.8,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
Ｍｓ学芸大学,東京都目黒区五本木２,16,3階建,1K,23.18m2,8.7,3000,8.7,8.7,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
スリースターレジデンス学芸大学,東京都目黒区目黒本町２,16,3階建,1K,21.18m2,9.2,9000,9.2,9.2,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 学芸大学駅 5階建 築9年,東京都目黒区目黒本町２,16,3階建,1K,21.18m2,9.2,9000,9.2,9.2,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ホワイトヴィラ碑文谷,東京都目黒区碑文谷５,16,3階建,1K,20m2,8.8,2000,8.8,8.8,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ホワイトヴィラ碑文谷,東京都目黒区碑文谷５,16,3階建,1K,21.16m2,8.8,2000,8.8,8.8,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
レグラス大岡山,東京都目黒区大岡山１,16,3階建,1K,24.35m2,8.9,10000,8.9,8.9,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
レグラス大岡山,東京都目黒区大岡山１,16,3階建,1K,25.79m2,9.4,6000,-,-,5階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
レグラス大岡山,東京都目黒区大岡山１,16,3階建,1K,24.35m2,9.7,8000,-,-,4階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオＳＯＨＯ祐天寺,東京都目黒区祐天寺２,16,3階建,1K,26.78m2,15.7,20000,15.7,15.7,4階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオＳＯＨＯ祐天寺,東京都目黒区祐天寺２,16,3階建,ワンルーム,25.53m2,15.8,20000,15.8,-,6階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオＳＯＨＯ祐天寺,東京都目黒区祐天寺２,16,3階建,1DK,26.22m2,16,20000,16,-,5階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオＳＯＨＯ祐天寺,東京都目黒区祐天寺２,16,3階建,1DK,26.22m2,16.3,20000,16.3,16.3,6階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオＳＯＨＯ祐天寺,東京都目黒区祐天寺２,16,3階建,1DK,27.87m2,17.5,20000,17.5,17.5,6階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオＳＯＨＯ祐天寺,東京都目黒区祐天寺２,16,3階建,1DK,26.97m2,17.5,20000,17.5,17.5,7階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオＳＯＨＯ祐天寺,東京都目黒区祐天寺２,16,3階建,3LDK,67.89m2,50,30000,50,50,7階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
iON中目黒EAST,東京都目黒区中目黒１,16,3階建,ワンルーム,18.63m2,9.2,10000,9.2,9.2,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
iON中目黒EAST,東京都目黒区中目黒１,16,3階建,ワンルーム,20.25m2,9.7,10000,9.7,9.7,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ガーデン目黒南,東京都目黒区南１,16,3階建,1K,28.4m2,10.2,8000,10.2,20.4,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
Green terrace,東京都目黒区緑が丘１,16,3階建,1K,29.7m2,10,2000,10,-,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
Green terrace,東京都目黒区緑が丘１,16,3階建,2K,47.5m2,14.6,2000,14.6,-,3-4階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 祐天寺駅 2階建 築9年,東京都目黒区祐天寺２,16,3階建,1K,27.29m2,9.4,3300,-,9.4,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
シェリー鷹番,東京都目黒区鷹番２,16,3階建,1K,26.54m2,10.7,8000,5.35,16.05,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
スカイコート目黒壱番館,東京都目黒区下目黒２,16,3階建,1K,20.6m2,8.3,6500,8.3,8.3,10階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
スカイコート目黒壱番館,東京都目黒区下目黒２,16,3階建,1K,20.2m2,8.45,6000,8.45,8.45,9階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急目黒線 目黒駅 12階建 築23年,東京都目黒区下目黒２,16,3階建,1K,20.6m2,8.3,6500,8.3,8.3,10階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急目黒線 目黒駅 12階建 築23年,東京都目黒区下目黒２,16,3階建,1K,20.2m2,8.45,6000,8.45,8.45,9階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
オークプレイス池尻大橋,東京都目黒区大橋２,16,3階建,1K,20.33m2,9.9,12000,-,-,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
オークプレイス池尻大橋,東京都目黒区大橋２,16,3階建,1LDK,40.1m2,16.6,12000,-,-,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ダイアパレス都立大,東京都目黒区南３,16,3階建,1LDK,40.07m2,13.8,-,13.8,13.8,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
クレシェンド学芸大学,東京都目黒区五本木２,4,2階建,ワンルーム,9.05m2,7.45,5000,-,-,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
クレシェンド学芸大学,東京都目黒区五本木２,4,2階建,ワンルーム,9.05m2,8,5000,-,-,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
スカイコート都立大学第3,東京都目黒区碑文谷３,4,2階建,1K,20.8m2,7.5,7000,7.5,7.5,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
スカイコート都立大学第3,東京都目黒区碑文谷３,4,2階建,1K,21.38m2,8,10000,-,8,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
スカイコート都立大学第3,東京都目黒区碑文谷３,4,2階建,1K,21.28m2,8.4,6000,8.4,8.4,4階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
スカイコート都立大学第3,東京都目黒区碑文谷３,4,2階建,1K,21.38m2,9.1,9000,-,-,8階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 都立大学駅 10階建 築19年,東京都目黒区碑文谷３,4,2階建,1K,20.8m2,7.5,7000,7.5,7.5,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 都立大学駅 10階建 築19年,東京都目黒区碑文谷３,4,2階建,1K,21.38m2,8.4,6000,8.4,8.4,4階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 都立大学駅 10階建 築19年,東京都目黒区碑文谷３,4,2階建,1K,21.38m2,8,10000,-,8,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ヴェルト柿の木坂,東京都目黒区柿の木坂２,4,2階建,1K,22.37m2,7.9,10000,-,7.9,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ヴェルト柿の木坂,東京都目黒区柿の木坂２,4,2階建,1K,22.65m2,7.7,15000,-,-,6階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ヴェルト柿の木坂,東京都目黒区柿の木坂２,4,2階建,1K,22.37m2,7.7,15000,-,-,4階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ヴェルト柿の木坂,東京都目黒区柿の木坂２,4,2階建,1K,22.65m2,8.2,15000,-,-,6階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ヴェルト柿の木坂,東京都目黒区柿の木坂２,4,2階建,1K,22.37m2,8.2,15000,-,-,4階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ヴェルト柿の木坂,東京都目黒区柿の木坂２,4,2階建,1K,22.37m2,8.7,12000,-,8.7,6階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ヴェルト柿の木坂,東京都目黒区柿の木坂２,4,2階建,1K,22.37m2,9.2,10000,-,-,8階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ラフィーネU,東京都目黒区大岡山１,4,2階建,ワンルーム,30.05m2,10.6,5500,10.6,10.6,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
シンシア学芸大学セカンドステージ,東京都目黒区中央町２,4,2階建,1K,18.96m2,7.8,10000,-,7.8,5階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
シンシア学芸大学セカンドステージ,東京都目黒区中央町２,4,2階建,1K,25.17m2,8.3,7000,-,8.3,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
アトリエ八雲,東京都目黒区八雲３,4,2階建,1DK,40.05m2,15.7,3000,-,-,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
LEGALAND中目黒,東京都目黒区東山１,4,2階建,ワンルーム,22.01m2,13.3,8000,-,-,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
LEGALAND中目黒,東京都目黒区東山１,4,2階建,ワンルーム,23.91m2,13.8,8000,-,-,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
LEGALAND中目黒,東京都目黒区東山１,4,2階建,ワンルーム,24.87m2,14.1,8000,-,-,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ目黒,東京都目黒区下目黒３,4,2階建,ワンルーム,25.05m2,11.8,10000,11.8,-,9階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ目黒,東京都目黒区下目黒３,4,2階建,ワンルーム,25.05m2,12.7,10000,12.7,-,6階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ目黒,東京都目黒区下目黒３,4,2階建,ワンルーム,25.05m2,12.7,10000,12.7,12.7,6階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ目黒,東京都目黒区下目黒３,4,2階建,ワンルーム,25.05m2,12.8,10000,12.8,-,8階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ目黒,東京都目黒区下目黒３,4,2階建,ワンルーム,25.05m2,13,10000,13,-,14階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ目黒,東京都目黒区下目黒３,4,2階建,ワンルーム,25.05m2,13.7,10000,13.7,-,13階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ目黒,東京都目黒区下目黒３,4,2階建,2LDK,55.11m2,26,15000,26,26,6階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ目黒,東京都目黒区下目黒３,4,2階建,2LDK,55.11m2,26.5,15000,26.5,26.5,5階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・パークハビオ目黒,東京都目黒区下目黒３,4,2階建,2LDK,55.11m2,26.8,15000,26.8,26.8,7階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急目黒線 武蔵小山駅 3階建 築25年,東京都目黒区目黒本町５,4,2階建,1K,25.5m2,8.3,3000,8.3,8.3,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
パーシモンコート,東京都目黒区目黒本町５,4,2階建,1K,25.5m2,8.3,3000,8.3,8.3,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
パレステュディオ中目黒,東京都目黒区青葉台３,4,2階建,1K,21.35m2,8.7,7000,8.7,-,8階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
パレステュディオ中目黒,東京都目黒区青葉台３,4,2階建,1LDK,42.25m2,19.9,10000,39.8,19.9,5階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
Casa MG,東京都目黒区五本木１,4,2階建,ワンルーム,9m2,7.85,5000,-,-,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
Casa MG,東京都目黒区五本木１,4,2階建,ワンルーム,9m2,7.95,5000,-,-,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
Florence自由が丘,東京都目黒区自由が丘１,4,2階建,ワンルーム,26.4m2,14.6,3000,-,14.6,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・クラス大岡山,東京都目黒区大岡山１,4,2階建,ワンルーム,20.08m2,6.9,10000,-,-,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・クラス大岡山,東京都目黒区大岡山１,4,2階建,ワンルーム,20.11m2,7,10000,-,-,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・クラス大岡山,東京都目黒区大岡山１,4,2階建,ワンルーム,20.08m2,7.5,10000,-,-,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・クラス大岡山,東京都目黒区大岡山１,4,2階建,ワンルーム,20.37m2,7.7,10000,-,-,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ザ・クラス大岡山,東京都目黒区大岡山１,4,2階建,ワンルーム,20.05m2,7.8,10000,-,-,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
シティミヤザワ,東京都目黒区鷹番１,4,2階建,2DK,38m2,11,2000,11,-,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
シティミヤザワ,東京都目黒区鷹番１,4,2階建,2K,35m2,12,2000,12,-,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
アーバンレジデンス自由が丘,東京都目黒区緑が丘１,4,2階建,ワンルーム,13.49m2,6.5,5000,-,-,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
